Season,Matchweek,Date,HomeTeam,HomeGoals,Home_xG,AwayTeam,AwayGoals,Away_xG,Home_Shots,Away_Shots,Home_Shots_On_Target,Away_Shots_On_Target,Home_Shot_Distance,Away_Shot_Distance,Home_Free_Kicks,Away_Free_Kicks,Home_Penalties,Away_Penalties,Home_PSxG,Away_PSxG,Home_%Stopped_Crosses,Away_%Stopped_Crosses,Home_SCA,Away_SCA,Home_GCA,Away_GCA,Home_Passes_Attempted,Away_Passes_Attempted,Home_%Passes_Completed,Away_%Passes_Completed,Home_xA,Away_xA,Home_Key_Passes,Away_Key_Passes,Home_Final_Third_Passes,Away_Final_Third_Passes,Home_PPA,Away_PPA,Home_CrsPA,Away_CrsPA,Home_Progressive_Passes,Away_Progressive_Passes,Home_Points,Away_Points,Home_Standings_Points,Away_Standings_Points,Home_Standings_Rank,Away_Standings_Rank,Home_xPoints,Away_xPoints,Home_PSxG_xPoints,Away_PSxG_xPoints,half_time_home_goals,half_time_away_goals,Home_corners,Away_corners,odds_home_win,odds_draw,odds_away_win,Over,odds_over,odds_under
2024.0,1.0,2023-08-12,Newcastle Utd,5.0,3.3,Aston Villa,1.0,1.8,17.0,16.0,12.0,6.0,13.2,14.5,0.0,1.0,0.0,0.0,1.8,5.6,0.0,11.1,31.0,30.0,10.0,2.0,536.0,491.0,84.3,83.9,2.1,0.9,14.0,13.0,30.0,36.0,8.0,5.0,2.0,0.0,32.0,38.0,3,0,0,0,1.0,1.0,2.2163,0.6281,0.1369,2.8186,2.0,1.0,6.0,5.0,1.75,3.75,4.6,1,1.73,2.1
2024.0,1.0,2023-08-12,Real Sociedad,1.0,1.0,Girona,1.0,0.8,15.0,6.0,2.0,1.0,20.0,12.2,1.0,0.0,0.0,0.0,0.4,0.7,0.0,0.0,23.0,12.0,1.0,2.0,415.0,458.0,79.8,80.6,0.7,1.4,11.0,6.0,22.0,22.0,9.0,5.0,2.0,1.0,34.0,20.0,1,1,0,0,1.0,1.0,1.5192,1.1457,0.9811,1.5916,1.0,0.0,4.0,1.0,1.62,4.0,5.25,0,1.95,1.95
2024.0,1.0,2023-08-12,Athletic Club,0.0,0.4,Real Madrid,2.0,0.9,7.0,14.0,1.0,8.0,15.3,16.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,8.3,10.0,26.0,0.0,4.0,552.0,639.0,82.1,87.0,0.5,0.9,4.0,9.0,41.0,37.0,5.0,11.0,1.0,1.0,41.0,49.0,0,3,0,0,1.0,1.0,0.8565,1.7675999999999998,2.5416000000000003,0.2292,0.0,2.0,7.0,5.0,3.3,3.5,2.15,0,1.87,2.03
2024.0,1.0,2023-08-12,Marseille,2.0,1.0,Reims,1.0,0.8,14.0,11.0,4.0,4.0,15.8,18.4,1.0,0.0,0.0,0.0,0.7,1.2,4.8,5.3,27.0,18.0,4.0,2.0,351.0,487.0,73.8,78.9,0.8,0.6,11.0,6.0,23.0,34.0,9.0,8.0,3.0,4.0,33.0,43.0,3,0,0,0,1.0,1.0,1.5072,1.1601,0.9311,1.7656999999999998,1.0,1.0,10.0,10.0,1.7,4.0,4.75,1,1.8,2.0
2024.0,1.0,2023-08-13,Clermont Foot,2.0,1.8,Monaco,4.0,2.5,15.0,14.0,7.0,8.0,18.8,14.7,1.0,0.0,0.0,0.0,3.4,1.4,0.0,13.3,26.0,26.0,4.0,7.0,582.0,480.0,82.8,79.6,1.1,2.8,11.0,10.0,45.0,36.0,5.0,10.0,1.0,2.0,49.0,39.0,0,3,0,0,1.0,1.0,0.9826,1.819,2.4521,0.4238,1.0,2.0,6.0,2.0,3.6,3.6,2.0,1,1.73,2.1
2024.0,1.0,2023-08-13,Strasbourg,2.0,1.3,Lyon,1.0,1.7,8.0,23.0,2.0,7.0,19.2,17.3,1.0,1.0,0.0,0.0,1.8,0.9,0.0,25.0,13.0,36.0,4.0,2.0,347.0,626.0,72.6,86.7,0.9,1.7,5.0,17.0,22.0,48.0,2.0,15.0,0.0,4.0,24.0,59.0,3,0,0,0,1.0,1.0,1.1259,1.629,2.0662000000000003,0.7111000000000001,0.0,0.0,1.0,6.0,2.55,3.6,2.55,1,1.73,2.1
2024.0,1.0,2023-08-13,Brentford,2.0,2.2,Tottenham,2.0,1.3,10.0,18.0,5.0,6.0,18.0,19.6,0.0,0.0,1.0,0.0,1.1,1.7,10.0,18.2,18.0,27.0,4.0,4.0,344.0,754.0,74.4,87.3,1.0,1.8,7.0,11.0,16.0,74.0,11.0,6.0,2.0,1.0,29.0,51.0,1,1,0,0,1.0,1.0,2.0121,0.7977000000000001,0.9496,1.8004000000000002,2.0,2.0,3.0,6.0,2.75,3.4,2.45,1,1.73,2.1
2024.0,1.0,2023-08-13,Chelsea,1.0,1.4,Liverpool,1.0,1.3,10.0,13.0,4.0,1.0,13.2,17.8,1.0,0.0,0.0,0.0,0.8,1.4,22.2,5.6,19.0,24.0,2.0,2.0,755.0,411.0,85.4,76.9,1.2,0.8,9.0,10.0,51.0,25.0,13.0,8.0,4.0,2.0,57.0,34.0,1,1,0,0,1.0,1.0,1.4388,1.2933,0.8964,1.8225,1.0,1.0,4.0,4.0,2.9,3.4,2.38,0,1.67,2.2
2024.0,1.0,2023-08-13,Rennes,5.0,4.0,Metz,1.0,0.4,29.0,9.0,14.0,3.0,15.1,15.6,1.0,0.0,0.0,0.0,0.9,4.1,0.0,7.1,53.0,18.0,6.0,2.0,743.0,326.0,90.8,79.1,2.1,0.5,21.0,8.0,50.0,29.0,12.0,4.0,3.0,2.0,59.0,27.0,3,0,0,0,1.0,1.0,2.9029,0.0622,0.1028,2.8517,1.0,1.0,5.0,4.0,1.4,4.75,7.5,1,1.73,2.1
2024.0,1.0,2023-08-13,Celta Vigo,0.0,1.0,Osasuna,2.0,1.0,11.0,11.0,0.0,5.0,15.5,15.7,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,22.0,17.0,0.0,2.0,531.0,468.0,78.0,73.5,1.2,0.4,10.0,7.0,28.0,38.0,8.0,3.0,1.0,3.0,45.0,32.0,0,3,0,0,1.0,1.0,1.3349000000000002,1.3535,2.4845999999999995,0.2577,0.0,1.0,7.0,2.0,2.05,3.2,3.9,0,2.3,1.62
2024.0,1.0,2023-08-13,Nantes,1.0,1.1,Toulouse,2.0,1.1,8.0,9.0,3.0,5.0,17.3,13.3,0.0,0.0,1.0,0.0,1.7,1.2,16.7,0.0,17.0,17.0,2.0,4.0,478.0,618.0,81.8,83.5,0.6,1.0,7.0,8.0,30.0,42.0,3.0,7.0,1.0,1.0,33.0,37.0,0,3,0,0,1.0,1.0,1.3245,1.3761,1.744,1.0057,1.0,0.0,7.0,5.0,2.5,3.4,2.75,1,2.03,1.87
2024.0,1.0,2023-08-13,Brest,3.0,2.5,Lens,2.0,0.7,13.0,8.0,6.0,2.0,20.9,16.2,1.0,0.0,2.0,0.0,0.8,3.8,14.3,4.3,26.0,16.0,5.0,4.0,413.0,445.0,76.8,74.4,0.5,0.6,8.0,8.0,28.0,25.0,8.0,6.0,2.0,2.0,35.0,43.0,3,0,0,0,1.0,1.0,2.5216,0.3379,0.1065,2.8428,1.0,2.0,6.0,8.0,4.0,3.5,1.91,1,2.05,1.85
2024.0,1.0,2023-08-13,Getafe,0.0,0.6,Barcelona,0.0,1.4,5.0,14.0,2.0,3.0,15.6,19.9,0.0,1.0,0.0,0.0,0.4,0.2,0.0,0.0,9.0,28.0,0.0,0.0,271.0,767.0,68.6,88.7,1.1,1.3,4.0,11.0,17.0,56.0,7.0,9.0,2.0,1.0,21.0,50.0,1,1,0,0,1.0,1.0,0.7182,2.01,1.4519,0.9611,0.0,0.0,3.0,4.0,6.5,3.8,1.57,0,2.1,1.73
2024.0,1.0,2023-08-14,Manchester Utd,1.0,2.2,Wolves,0.0,2.2,15.0,23.0,2.0,6.0,14.7,15.3,0.0,0.0,0.0,0.0,0.8,0.8,4.8,25.0,27.0,42.0,2.0,0.0,502.0,487.0,80.1,79.3,1.7,1.6,13.0,19.0,32.0,22.0,15.0,14.0,1.0,5.0,50.0,29.0,3,0,0,0,1.0,1.0,1.3903,1.4086,1.3437,1.302,0.0,0.0,8.0,7.0,1.33,5.5,9.0,0,1.62,2.3
2024.0,1.0,2023-08-14,Cadiz,1.0,0.7,Alaves,0.0,0.3,12.0,10.0,3.0,2.0,17.6,22.1,1.0,0.0,0.0,0.0,0.1,0.4,5.9,30.0,21.0,17.0,2.0,0.0,337.0,417.0,67.1,72.4,0.5,0.4,9.0,8.0,14.0,29.0,0.0,6.0,0.0,2.0,13.0,36.0,3,0,0,0,1.0,1.0,1.7094,0.8474999999999999,0.8293,1.5568,1.0,0.0,2.0,4.0,2.2,3.0,3.75,0,2.75,1.44
2024.0,1.0,2023-08-14,Atletico Madrid,3.0,2.4,Granada,1.0,0.9,14.0,7.0,6.0,4.0,14.4,14.1,0.0,0.0,0.0,0.0,1.1,2.0,0.0,7.1,25.0,10.0,6.0,2.0,479.0,561.0,80.6,81.6,1.9,0.8,11.0,5.0,25.0,22.0,15.0,3.0,3.0,1.0,46.0,25.0,3,0,0,0,1.0,1.0,2.3442000000000003,0.4908,0.7470000000000001,2.0358,1.0,0.0,3.0,3.0,1.3,5.5,9.5,1,1.67,2.2
2024.0,2.0,2023-08-18,Mallorca,0.0,0.4,Villarreal,1.0,1.8,8.0,15.0,1.0,3.0,17.4,15.3,0.0,0.0,0.0,0.0,1.3,0.0,7.1,0.0,14.0,26.0,0.0,1.0,370.0,554.0,77.8,87.7,0.4,1.3,5.0,11.0,30.0,35.0,5.0,12.0,2.0,4.0,27.0,46.0,0,3,1,0,7.0,13.0,0.3995,2.402,2.5048,0.2476,0.0,0.0,6.0,5.0,2.8,3.2,2.6,0,2.3,1.62
2024.0,2.0,2023-08-18,Nott'ham Forest,2.0,1.4,Sheffield Utd,1.0,0.5,16.0,7.0,4.0,3.0,15.6,18.8,0.0,0.0,0.0,0.0,1.5,2.1,0.0,6.3,28.0,10.0,4.0,1.0,494.0,487.0,75.1,73.1,1.1,0.5,13.0,2.0,29.0,27.0,8.0,4.0,2.0,1.0,40.0,24.0,3,0,0,0,16.0,16.0,2.0699,0.6539,0.9696,1.8036,1.0,0.0,6.0,7.0,1.95,3.4,4.0,1,2.2,1.67
2024.0,1.0,2023-08-18,Werder Bremen,0.0,0.6,Bayern Munich,4.0,2.8,6.0,25.0,1.0,10.0,20.7,19.1,1.0,1.0,0.0,0.0,2.9,0.3,7.7,12.5,11.0,48.0,0.0,8.0,275.0,707.0,69.5,89.0,0.4,2.3,3.0,23.0,15.0,48.0,3.0,11.0,0.0,1.0,25.0,52.0,0,3,0,0,1.0,1.0,0.255,2.6322,2.8795,0.0751,0.0,1.0,0.0,6.0,7.5,6.5,1.3,1,1.33,3.4
2024.0,2.0,2023-08-18,Metz,2.0,0.5,Marseille,2.0,1.9,10.0,22.0,5.0,5.0,22.3,16.0,0.0,1.0,0.0,0.0,0.9,1.3,3.8,0.0,17.0,39.0,3.0,3.0,401.0,528.0,75.6,81.8,0.3,1.2,8.0,19.0,19.0,50.0,3.0,10.0,1.0,6.0,24.0,56.0,1,1,0,3,12.0,1.0,0.4382,2.3654,1.039,1.6681,0.0,1.0,4.0,9.0,5.0,4.0,1.67,1,1.73,2.1
2024.0,2.0,2023-08-18,Valencia,1.0,1.5,Las Palmas,0.0,0.5,8.0,7.0,3.0,1.0,17.3,23.6,0.0,1.0,1.0,0.0,0.1,1.8,16.7,0.0,16.0,12.0,1.0,0.0,411.0,641.0,77.1,85.6,0.6,0.4,7.0,5.0,24.0,30.0,5.0,5.0,1.0,1.0,27.0,35.0,3,0,3,1,1.0,7.0,2.1779,0.5759,0.1775999999999999,2.6835,0.0,0.0,6.0,4.0,1.57,3.9,6.0,0,2.1,1.73
2024.0,1.0,2023-08-19,Hoffenheim,1.0,1.4,Freiburg,2.0,2.6,22.0,18.0,4.0,7.0,17.6,14.8,0.0,0.0,0.0,0.0,1.8,0.6,0.0,0.0,37.0,33.0,1.0,1.0,502.0,494.0,76.7,74.7,1.7,1.4,16.0,15.0,42.0,24.0,11.0,11.0,3.0,4.0,55.0,31.0,0,3,0,0,1.0,1.0,0.7211000000000001,2.1059,2.2237,0.5605,0.0,2.0,4.0,2.0,2.3,3.6,2.9,1,1.67,2.2
2024.0,2.0,2023-08-19,Lyon,1.0,0.4,Montpellier,4.0,2.9,7.0,14.0,3.0,8.0,20.0,20.5,1.0,1.0,0.0,0.0,3.1,0.7,0.0,0.0,12.0,24.0,2.0,5.0,566.0,328.0,83.7,76.8,0.9,0.3,5.0,9.0,42.0,18.0,9.0,3.0,0.0,0.0,64.0,24.0,0,3,0,1,12.0,6.0,0.142,2.7778,2.7555,0.1704,0.0,2.0,6.0,2.0,1.7,4.2,4.33,1,1.57,2.38
2024.0,2.0,2023-08-19,Fulham,0.0,0.5,Brentford,3.0,3.7,10.0,16.0,2.0,7.0,22.3,13.8,1.0,1.0,0.0,1.0,3.4,0.2,18.2,0.0,16.0,26.0,0.0,4.0,513.0,427.0,81.7,80.6,0.5,2.3,6.0,9.0,32.0,25.0,11.0,7.0,1.0,0.0,31.0,30.0,0,3,3,1,2.0,9.0,0.0867,2.8659000000000003,2.932,0.0394,0.0,1.0,5.0,5.0,2.7,3.3,2.63,1,1.96,1.94
2024.0,2.0,2023-08-19,Liverpool,3.0,3.0,Bournemouth,1.0,1.3,25.0,13.0,9.0,5.0,16.8,19.7,1.0,1.0,0.0,0.0,1.3,3.8,16.7,7.1,40.0,21.0,4.0,1.0,640.0,363.0,84.4,71.3,1.0,0.5,15.0,8.0,30.0,16.0,10.0,6.0,0.0,1.0,40.0,35.0,3,0,1,1,9.0,9.0,2.3432000000000004,0.5147,0.2827,2.6251,2.0,1.0,10.0,2.0,1.2,7.0,13.0,1,1.33,3.4
2024.0,2.0,2023-08-19,Wolves,1.0,2.1,Brighton,4.0,2.2,16.0,16.0,5.0,8.0,16.1,15.6,0.0,0.0,0.0,0.0,3.3,1.8,33.3,7.7,28.0,32.0,2.0,8.0,509.0,585.0,82.3,85.6,1.5,1.9,12.0,15.0,27.0,31.0,6.0,7.0,1.0,0.0,38.0,38.0,0,3,0,3,16.0,2.0,1.3338,1.455,2.2019,0.6443000000000001,0.0,1.0,5.0,3.0,4.0,3.8,1.85,1,1.73,2.1
2024.0,1.0,2023-08-19,Augsburg,4.0,2.3,M'Gladbach,4.0,1.7,19.0,9.0,6.0,4.0,19.1,17.0,1.0,0.0,1.0,1.0,2.7,2.7,0.0,0.0,36.0,18.0,7.0,7.0,524.0,406.0,80.7,75.1,1.9,0.6,17.0,9.0,30.0,25.0,12.0,7.0,3.0,3.0,44.0,23.0,1,1,0,0,1.0,1.0,1.7423000000000002,1.0445,1.3792000000000002,1.4239,3.0,3.0,8.0,7.0,2.7,3.6,2.45,1,1.62,2.3
2024.0,1.0,2023-08-19,Genoa,1.0,0.2,Fiorentina,4.0,1.0,4.0,9.0,2.0,5.0,11.0,18.6,0.0,0.0,0.0,0.0,1.7,0.3,20.0,0.0,7.0,15.0,2.0,7.0,332.0,694.0,72.9,86.3,0.6,0.8,4.0,6.0,17.0,37.0,6.0,5.0,2.0,0.0,27.0,44.0,0,3,0,0,1.0,1.0,0.5821000000000001,2.0719000000000003,2.5577,0.2774,0.0,3.0,3.0,4.0,3.4,3.25,2.2,1,2.1,1.73
2024.0,1.0,2023-08-19,Dortmund,1.0,1.8,Köln,0.0,1.2,13.0,11.0,2.0,4.0,12.5,16.5,0.0,0.0,0.0,0.0,1.5,0.7,0.0,0.0,20.0,21.0,1.0,0.0,746.0,390.0,87.0,73.8,0.9,2.0,11.0,11.0,48.0,24.0,4.0,10.0,1.0,2.0,68.0,34.0,3,0,0,0,1.0,1.0,1.7808000000000002,0.9795,1.9926,0.7452,0.0,0.0,6.0,3.0,1.4,5.0,7.0,0,1.44,2.75
2024.0,2.0,2023-08-19,Osasuna,0.0,1.3,Athletic Club,2.0,1.5,18.0,8.0,7.0,2.0,17.8,16.0,2.0,1.0,0.0,0.0,1.6,1.7,0.0,6.5,36.0,15.0,0.0,4.0,608.0,361.0,78.0,69.0,1.6,1.4,12.0,7.0,56.0,19.0,12.0,7.0,5.0,2.0,60.0,23.0,0,3,3,0,1.0,13.0,1.2072,1.5299999999999998,1.2951,1.4607,0.0,2.0,5.0,3.0,2.9,3.0,2.63,0,2.38,1.57
2024.0,2.0,2023-08-19,Tottenham,2.0,1.7,Manchester Utd,0.0,2.1,17.0,22.0,6.0,6.0,13.8,15.6,0.0,1.0,0.0,0.0,1.5,1.8,0.0,8.3,30.0,40.0,2.0,0.0,549.0,443.0,83.8,81.3,1.4,1.4,13.0,19.0,33.0,30.0,13.0,10.0,2.0,0.0,45.0,48.0,3,0,1,3,9.0,2.0,1.1479,1.6294,1.2014,1.5704,0.0,0.0,5.0,6.0,2.8,3.6,2.38,0,1.57,2.38
2024.0,2.0,2023-08-19,Almeria,1.0,1.3,Real Madrid,3.0,2.0,20.0,25.0,8.0,9.0,17.5,17.0,0.0,1.0,0.0,0.0,3.0,2.1,0.0,5.0,34.0,46.0,2.0,5.0,471.0,622.0,83.7,88.1,1.1,1.5,17.0,22.0,26.0,50.0,11.0,15.0,8.0,4.0,34.0,55.0,0,3,0,3,13.0,1.0,0.9392,1.8356000000000003,1.8791,0.9413,1.0,1.0,4.0,5.0,8.0,4.75,1.4,1,1.62,2.3
2024.0,1.0,2023-08-19,Leverkusen,3.0,1.4,RB Leipzig,2.0,1.6,11.0,14.0,7.0,6.0,19.0,15.5,0.0,0.0,0.0,0.0,1.5,2.8,18.2,7.7,18.0,22.0,6.0,3.0,475.0,599.0,80.0,85.0,1.5,1.5,8.0,11.0,31.0,29.0,8.0,8.0,3.0,2.0,26.0,41.0,3,0,0,0,1.0,1.0,1.2671,1.4843,0.673,2.155,2.0,1.0,4.0,5.0,2.45,3.6,2.75,1,1.67,2.2
2024.0,2.0,2023-08-19,Real Sociedad,1.0,0.7,Celta Vigo,1.0,1.0,11.0,17.0,2.0,6.0,17.3,18.1,1.0,1.0,0.0,0.0,1.2,0.6,0.0,0.0,20.0,33.0,2.0,1.0,468.0,421.0,72.9,71.3,0.3,0.9,8.0,13.0,27.0,22.0,5.0,6.0,2.0,4.0,32.0,21.0,1,1,1,0,7.0,13.0,1.0694,1.586,1.8661,0.8232999999999999,1.0,0.0,9.0,7.0,1.73,3.4,5.5,0,2.38,1.57
2024.0,1.0,2023-08-19,Inter,2.0,2.7,Monza,0.0,0.8,22.0,12.0,3.0,2.0,17.2,17.8,1.0,0.0,0.0,0.0,0.2,1.4,10.0,0.0,40.0,20.0,4.0,0.0,509.0,567.0,88.0,89.6,1.9,0.7,19.0,9.0,41.0,32.0,9.0,14.0,3.0,3.0,46.0,43.0,3,0,0,0,1.0,1.0,2.5117000000000003,0.3559,0.3937,2.3584,1.0,0.0,8.0,3.0,1.4,5.0,7.0,0,1.57,2.38
2024.0,1.0,2023-08-19,Frosinone,1.0,0.9,Napoli,3.0,1.5,3.0,19.0,0.0,8.0,25.4,18.4,1.0,0.0,1.0,0.0,2.1,1.0,9.1,0.0,8.0,36.0,2.0,5.0,476.0,506.0,86.8,86.2,0.2,0.9,2.0,16.0,17.0,34.0,5.0,9.0,1.0,0.0,30.0,46.0,0,3,0,0,1.0,1.0,0.9377,1.7789,2.3169,0.4989,1.0,2.0,4.0,6.0,8.5,5.0,1.36,1,1.67,2.2
2024.0,2.0,2023-08-19,Toulouse,1.0,1.2,Paris S-G,1.0,2.1,7.0,15.0,1.0,2.0,23.1,15.9,0.0,0.0,1.0,1.0,1.1,1.0,0.0,0.0,12.0,29.0,2.0,2.0,257.0,802.0,72.0,89.8,0.2,1.2,5.0,13.0,12.0,57.0,4.0,12.0,1.0,2.0,20.0,61.0,1,1,3,1,1.0,6.0,0.8086,1.9756,1.4515,1.2439,0.0,0.0,5.0,5.0,4.75,4.2,1.65,0,1.57,2.38
2024.0,2.0,2023-08-19,Manchester City,1.0,1.0,Newcastle Utd,0.0,0.3,14.0,7.0,4.0,1.0,17.9,20.3,0.0,0.0,0.0,0.0,0.1,1.3,100.0,0.0,27.0,14.0,2.0,0.0,714.0,505.0,88.5,85.5,0.8,0.3,13.0,7.0,29.0,27.0,7.0,7.0,0.0,1.0,42.0,27.0,3,0,3,3,2.0,2.0,1.964,0.6803,0.3320999999999999,2.4162000000000003,1.0,0.0,3.0,0.0,1.67,4.0,5.0,0,1.73,2.1
2024.0,2.0,2023-08-20,Betis,0.0,0.7,Atletico Madrid,0.0,0.5,14.0,5.0,0.0,1.0,17.1,13.7,0.0,0.0,0.0,0.0,0.1,0.0,8.3,0.0,27.0,10.0,0.0,0.0,598.0,526.0,85.5,83.3,0.7,1.0,12.0,4.0,31.0,34.0,10.0,10.0,2.0,1.0,32.0,43.0,1,1,0,3,13.0,1.0,1.4878999999999998,1.0919,1.1948,0.9026,0.0,0.0,2.0,7.0,3.8,3.4,2.0,0,2.1,1.73
2024.0,2.0,2023-08-20,Reims,2.0,2.4,Clermont Foot,0.0,0.4,8.0,11.0,4.0,4.0,12.6,17.4,0.0,0.0,0.0,0.0,1.1,2.8,0.0,20.0,13.0,18.0,4.0,0.0,457.0,527.0,76.4,77.6,2.4,0.6,6.0,8.0,20.0,39.0,7.0,5.0,1.0,2.0,33.0,36.0,3,0,0,0,12.0,12.0,2.6785,0.2107,0.4498,2.4088000000000003,1.0,0.0,3.0,10.0,1.85,3.75,4.0,0,1.86,2.04
